,date,tweet,tweet_cleaned
479,2023-07-29,tomalo por el lado amable y para el proximo recibo ya es gratis heheheheh,"['take', 'it', 'on', 'the', 'kind', 'side', 'and', 'for', 'the', 'next', 'receipt', 'it', 'is', 'already', 'free', 'heheheh', 'take it', 'it on', 'on the', 'the kind', 'kind side', 'side and', 'and for', 'for the', 'the next', 'next receipt', 'receipt it', 'it is', 'is already', 'already free', 'free heheheh']"
480,2023-07-29,Jajaja verdad que sí,"['hahaha', 'really', 'yes', 'hahaha really', 'really yes']"
481,2023-07-30,Muchas gracias,"['thank', 'you', 'so', 'much', 'thank you', 'you so', 'so much']"
482,2023-08-01,Gracias por el seguimiento. Ya quedó resuelto y no era problema de ustedes.,"['thanks', 'for', 'the', 'follow', 'wa', 'already', 'solved', 'and', 'it', 'wa', 'not', 'your', 'problem', 'thanks for', 'for the', 'the follow', 'follow wa', 'wa already', 'already solved', 'solved and', 'and it', 'it wa', 'wa not', 'not your', 'your problem']"
483,2023-08-01,"Excelente servicio Por cieo, como dato Por cualquier cosa yo no di mis datos bancarios pues de uso común Yo tengo una cuenta digital de HeyBanco que no utilizo más que para esto, y ahí me han estado llegando mis transferencias Adjunto evidencia","['excellent', 'cieo', 'service', 'data', 'for', 'anything', 'i', 'did', 'not', 'give', 'my', 'bank', 'data', 'because', 'in', 'common', 'use', 'i', 'have', 'digital', 'heybanco', 'account', 'that', 'i', 'use', 'nothing', 'more', 'than', 'for', 'this', 'and', 'there', 'i', 'have', 'been', 'arriving', 'my', 'transfer', 'attached', 'evidence', 'excellent cieo', 'cieo service', 'service data', 'data for', 'for anything', 'anything i', 'i did', 'did not', 'not give', 'give my', 'my bank', 'bank data', 'data because', 'because in', 'in common', 'common use', 'use i', 'i have', 'have digital', 'digital heybanco', 'heybanco account', 'account that', 'that i', 'i use', 'use nothing', 'nothing more', 'more than', 'than for', 'for this', 'this and', 'and there', 'there i', 'i have', 'have been', 'been arriving', 'arriving my', 'my transfer', 'transfer attached', 'attached evidence']"
484,2023-08-01,"Ya quedó solucionado, Muchas gracias","['it', 'wa', 'already', 'solved', 'thank', 'you', 'very', 'much', 'it wa', 'wa already', 'already solved', 'solved thank', 'thank you', 'you very', 'very much']"
485,2023-08-01,recomiendo x10000 HeyBanco!!!,"['i', 'recommend', 'heybanco', 'i recommend', 'recommend heybanco']"
486,2023-08-02,Gracias ya respondi el mensaje,"['thanks', 'i', 'already', 'answered', 'the', 'message', 'thanks i', 'i already', 'already answered', 'answered the', 'the message']"
487,2023-08-02,"Estaría súper, algo como lo que hacen en","['i', 'would', 'be', 'super', 'something', 'like', 'what', 'they', 'do', 'in', 'i would', 'would be', 'be super', 'super something', 'something like', 'like what', 'what they', 'they do', 'do in']"
488,2023-08-04,Fácil: Abre una cuenta bancaria en uno de los nuevos bancos digitales. Te recomiendo porque está mucho más integrado al sistema bancario que otros que simplemente son fintech.,"['easy', 'open', 'bank', 'account', 'in', 'one', 'of', 'the', 'new', 'digital', 'recommend', 'you', 'because', 'it', 'is', 'much', 'more', 'integrated', 'to', 'the', 'banking', 'system', 'than', 'others', 'that', 'are', 'simply', 'fintech', 'easy open', 'open bank', 'bank account', 'account in', 'in one', 'one of', 'of the', 'the new', 'new digital', 'digital recommend', 'recommend you', 'you because', 'because it', 'it is', 'is much', 'much more', 'more integrated', 'integrated to', 'to the', 'the banking', 'banking system', 'system than', 'than others', 'others that', 'that are', 'are simply', 'simply fintech']"
489,2023-08-04,No recuerdo pero creo que fue rápido,"['i', 'do', 'remember', 'but', 'i', 'think', 'it', 'wa', 'fast', 'i do', 'do remember', 'remember but', 'but i', 'i think', 'think it', 'it wa', 'wa fast']"
490,2023-08-05,"hola buenas tardes! Me ayudan a confirmar cual es el monto máximo para transferir desde mi cuenta hey y como puedo modificar esos límites por favor, gracias!","['hello', 'good', 'afternoon', 'they', 'help', 'confirm', 'what', 'is', 'the', 'maximum', 'amount', 'to', 'transfer', 'from', 'my', 'hey', 'account', 'and', 'how', 'i', 'can', 'modify', 'those', 'limit', 'please', 'thank', 'you', 'hello good', 'good afternoon', 'afternoon they', 'they help', 'help confirm', 'confirm what', 'what is', 'is the', 'the maximum', 'maximum amount', 'amount to', 'to transfer', 'transfer from', 'from my', 'my hey', 'hey account', 'account and', 'and how', 'how i', 'i can', 'can modify', 'modify those', 'those limit', 'limit please', 'please thank', 'thank you']"
491,2023-08-05,Muchas gracias! Le había recomendado a un conocido que antes ellos daban préstamos y ya no salen. Entonces quería sugerirle esa opción. Que amable eres.,"['thank', 'you', 'so', 'much', 'had', 'recommended', 'an', 'acquaintance', 'that', 'they', 'gave', 'loan', 'before', 'and', 'they', 'longer', 'come', 'i', 'wanted', 'to', 'suggest', 'that', 'kind', 'you', 'are', 'thank you', 'you so', 'so much', 'much had', 'had recommended', 'recommended an', 'an acquaintance', 'acquaintance that', 'that they', 'they gave', 'gave loan', 'loan before', 'before and', 'and they', 'they longer', 'longer come', 'come i', 'i wanted', 'wanted to', 'to suggest', 'suggest that', 'that kind', 'kind you', 'you are']"
492,2023-08-05,"Creo que es eso, acaba de llegar, muchas gracias","['i', 'think', 'that', 'is', 'just', 'arrived', 'thank', 'you', 'very', 'much', 'i think', 'think that', 'that is', 'is just', 'just arrived', 'arrived thank', 'thank you', 'you very', 'very much']"
493,2023-08-06,Jaja lo mismo pasa con Mercado Pago y HeyBanco pero de acuerdo es una maravilla,"['haha', 'the', 'same', 'go', 'for', 'payment', 'and', 'heybanco', 'but', 'agree', 'is', 'wonderful', 'haha the', 'the same', 'same go', 'go for', 'for payment', 'payment and', 'and heybanco', 'heybanco but', 'but agree', 'agree is', 'is wonderful']"
494,2023-08-07,"Si me resolvieron, tiene un gran servicio al cliente!","['if', 'they', 'resolved', 'you', 'have', 'great', 'customer', 'service', 'if they', 'they resolved', 'resolved you', 'you have', 'have great', 'great customer', 'customer service']"
495,2023-08-07,Si me llegó a las 24 hrs. Espero que haya llegado bien la transferencia.,"['if', 'it', 'reached', 'at', 'hope', 'the', 'transfer', 'arrived', 'well', 'if it', 'it reached', 'reached at', 'at hope', 'hope the', 'the transfer', 'transfer arrived', 'arrived well']"
496,2023-08-08,"Ya lo hice, ayer saqué todaa lana y mejor me quedo con quienes ya llevo tiempo y no he tenido problemas con ellos. También recomiendo a me está jalando muy bien y mis clientes me pagan por ahí. Saludos.","['i', 'already', 'did', 'yesterday', 'i', 'took', 'all', 'wool', 'and', 'better', 'i', 'stay', 'with', 'whom', 'i', 'have', 'been', 'with', 'them', 'for', 'some', 'time', 'and', 'i', 'have', 'not', 'had', 'problem', 'with', 'also', 'recommend', 'that', 'i', 'am', 'pulling', 'very', 'well', 'and', 'my', 'customer', 'pay', 'i already', 'already did', 'did yesterday', 'yesterday i', 'i took', 'took all', 'all wool', 'wool and', 'and better', 'better i', 'i stay', 'stay with', 'with whom', 'whom i', 'i have', 'have been', 'been with', 'with them', 'them for', 'for some', 'some time', 'time and', 'and i', 'i have', 'have not', 'not had', 'had problem', 'problem with', 'with also', 'also recommend', 'recommend that', 'that i', 'i am', 'am pulling', 'pulling very', 'very well', 'well and', 'and my', 'my customer', 'customer pay']"
497,2023-08-09,"Hola muchas gracias ya les expliqué la situación, les agradezco una respuesta a la brevedad","['hello', 'thank', 'you', 'very', 'much', 'i', 'already', 'explained', 'the', 'situation', 'i', 'thank', 'you', 'for', 'response', 'soon', 'possible', 'hello thank', 'thank you', 'you very', 'very much', 'much i', 'i already', 'already explained', 'explained the', 'the situation', 'situation i', 'i thank', 'thank you', 'you for', 'for response', 'response soon', 'soon possible']"
498,2023-08-09,"Les escribí por ahí desde ayer, y no me pelaron!","['i', 'wrote', 'around', 'yesterday', 'and', 'they', 'did', 'peel', 'i wrote', 'wrote around', 'around yesterday', 'yesterday and', 'and they', 'they did', 'did peel']"
499,2023-08-10,"hoy fue mi primer día en heybanco ✨🌷✨ de regreso a la vida de oficina 🦋 mil gracias, 💋","['today', 'wa', 'my', 'first', 'day', 'in', 'heybanco', 'back', 'to', 'office', 'life', 'thousand', 'thanks', 'today wa', 'wa my', 'my first', 'first day', 'day in', 'in heybanco', 'heybanco back', 'back to', 'to office', 'office life', 'life thousand', 'thousand thanks']"
500,2023-08-12,"¡Por fin me tocó un BoletoDorado ganador! 🤩 Me sentí como Charlie en la fabrica de chocolates 🤭 Cámara solo me faltan 8,200 heypoints para mi xbox.","['finally', 'i', 'had', 'winning', 'newsletter', 'i', 'felt', 'like', 'charlie', 'in', 'the', 'chocolate', 'factory', 'i', 'am', 'only', 'heypoints', 'for', 'my', 'xbox', 'finally i', 'i had', 'had winning', 'winning newsletter', 'newsletter i', 'i felt', 'felt like', 'like charlie', 'charlie in', 'in the', 'the chocolate', 'chocolate factory', 'factory i', 'i am', 'am only', 'only heypoints', 'heypoints for', 'for my', 'my xbox']"
501,2023-08-12,"Release notes, mensaje con typo en Terjeta Me gusto la actualización que hicieron para ver las tarjetas","['release', 'note', 'message', 'with', 'typo', 'in', 'tejeta', 'i', 'liked', 'the', 'update', 'they', 'made', 'to', 'see', 'the', 'card', 'release note', 'note message', 'message with', 'with typo', 'typo in', 'in tejeta', 'tejeta i', 'i liked', 'liked the', 'the update', 'update they', 'they made', 'made to', 'to see', 'see the', 'the card']"
502,2023-08-15,"Justo a mi me pasó en el mismo momento, al final vuelve a aparecer en un rato después.","['just', 'it', 'happened', 'to', 'at', 'the', 'same', 'time', 'in', 'the', 'end', 'it', 'reappears', 'in', 'while', 'later', 'just it', 'it happened', 'happened to', 'to at', 'at the', 'the same', 'same time', 'time in', 'in the', 'the end', 'end it', 'it reappears', 'reappears in', 'in while', 'while later']"
503,2023-08-18,Gracias 😊 🙏,['gracias']
504,2023-08-18,Le sugiero encarecidamente que se comunique con ~bensonhack50~ en Instagram para solucionar cualquier problema relacionado con la cuenta. ahí rápido y confiable aún puedes graficarlos por WhatsApp 👉🏻👉🏻,"['i', 'strongly', 'suggest', 'that', 'you', 'communicate', 'with', 'on', 'instagram', 'to', 'solve', 'any', 'problem', 'related', 'to', 'the', 'you', 'fast', 'and', 'reliable', 'you', 'can', 'still', 'graph', 'them', 'by', 'whatsapp', 'i strongly', 'strongly suggest', 'suggest that', 'that you', 'you communicate', 'communicate with', 'with on', 'on instagram', 'instagram to', 'to solve', 'solve any', 'any problem', 'problem related', 'related to', 'to the', 'the you', 'you fast', 'fast and', 'and reliable', 'reliable you', 'you can', 'can still', 'still graph', 'graph them', 'them by', 'by whatsapp']"
505,2023-08-19,"Muchas gracias, ya les respondí por DM","['thank', 'you', 'very', 'much', 'i', 'already', 'replied', 'for', 'dm', 'thank you', 'you very', 'very much', 'much i', 'i already', 'already replied', 'replied for', 'for dm']"
506,2023-08-22,"En la Comunidarks me recomendaron la Rappicard y la HeyBanco. Uso más la de HeyBanco por las recompensas, no hay anualidad, además te da tarjeta dual entonces tienes de crédito y débito. La Rappicard la uso para cosas más específicas, por ej Ticketmaster la acepta sin problema.","['in', 'the', 'comunidarks', 'i', 'wa', 'recommended', 'by', 'rapicard', 'and', 'more', 'that', 'of', 'heybanco', 'for', 'the', 'reward', 'there', 'is', 'annuity', 'it', 'also', 'give', 'you', 'dual', 'card', 'so', 'you', 'have', 'credit', 'and', 'rappicard', 'us', 'it', 'for', 'more', 'specific', 'thing', 'for', 'example', 'accept', 'it', 'without', 'problem', 'in the', 'the comunidarks', 'comunidarks i', 'i wa', 'wa recommended', 'recommended by', 'by rapicard', 'rapicard and', 'and more', 'more that', 'that of', 'of heybanco', 'heybanco for', 'for the', 'the reward', 'reward there', 'there is', 'is annuity', 'annuity it', 'it also', 'also give', 'give you', 'you dual', 'dual card', 'card so', 'so you', 'you have', 'have credit', 'credit and', 'and rappicard', 'rappicard us', 'us it', 'it for', 'for more', 'more specific', 'specific thing', 'thing for', 'for example', 'example accept', 'accept it', 'it without', 'without problem']"
507,2023-08-23,"Ya quedó resuelto favorablemente mi que queja, gracias","['it', 'wa', 'already', 'favorably', 'resolved', 'that', 'complaint', 'thanks', 'it wa', 'wa already', 'already favorably', 'favorably resolved', 'resolved that', 'that complaint', 'complaint thanks']"
508,2023-08-25,Que guen servicio traen los de siemrpe resuelven bien 10/10 ☺️☺️,"['what', 'good', 'service', 'do', 'the', 'usual', 'one', 'solve', 'well', 'what good', 'good service', 'service do', 'do the', 'the usual', 'usual one', 'one solve', 'solve well']"
509,2023-08-25,"Resolvieron el cargo no reconocido de mi tarjeta, siempre dicen que pueden ser varios días pero el proceso no tardó ni una semana 👌🏽","['they', 'resolved', 'the', 'unrecognized', 'position', 'of', 'my', 'card', 'they', 'always', 'say', 'they', 'can', 'be', 'several', 'day', 'but', 'the', 'process', 'did', 'not', 'take', 'week', 'they resolved', 'resolved the', 'the unrecognized', 'unrecognized position', 'position of', 'of my', 'my card', 'card they', 'they always', 'always say', 'say they', 'they can', 'can be', 'be several', 'several day', 'day but', 'but the', 'the process', 'process did', 'did not', 'not take', 'take week']"
510,2023-08-28,"Muchas gracias, ya lleno los datos. /@heybanco","['thank', 'you', 'very', 'much', 'the', 'data', 'is', 'heybanco', 'thank you', 'you very', 'very much', 'much the', 'the data', 'data is', 'is heybanco']"
511,2023-08-28,¡Muchísimas gracias por compair! ❤️ 🙌,"['thank', 'you', 'very', 'much', 'for', 'compair', 'thank you', 'you very', 'very much', 'much for', 'for compair']"
512,2023-08-30,De qué queja me hablan? 🙄 Nada de quejas con Trabajan muy bien ❤️,"['what', 'complaint', 'they', 'talk', 'to', 'complaint', 'with', 'work', 'very', 'well', 'what complaint', 'complaint they', 'they talk', 'talk to', 'to complaint', 'complaint with', 'with work', 'work very', 'very well']"
513,2023-08-31,en Recompensa Total Banoe llegan en menos de 3 días hábiles por mail.,"['in', 'total', 'reward', 'banoe', 'arrive', 'in', 'than', 'business', 'day', 'per', 'mail', 'in total', 'total reward', 'reward banoe', 'banoe arrive', 'arrive in', 'in than', 'than business', 'business day', 'day per', 'per mail']"
514,2023-09-01,Muy felices y contentos por nuestros clientes ya que hoy pudieron estrenar su nuevo hogar. inovaserviciosfinancieros cuauhtémocchihuahua creditos HeyBanco,"['very', 'happy', 'and', 'happy', 'for', 'our', 'client', 'since', 'today', 'they', 'could', 'release', 'their', 'new', 'cuauhtémocchihuahua', 'credit', 'heybanco', 'very happy', 'happy and', 'and happy', 'happy for', 'for our', 'our client', 'client since', 'since today', 'today they', 'they could', 'could release', 'release their', 'their new', 'new cuauhtémocchihuahua', 'cuauhtémocchihuahua credit', 'credit heybanco']"
515,2023-09-01,"Perfecto, ya pude entrar a la App y como según mi dispositivo no es compatible (aunque es uno de los más recientes de Samsung) prefiero cambiar de banco a cambiar mi equipo. Hola! Saludos.","['perfect', 'i', 'could', 'enter', 'the', 'app', 'and', 'according', 'to', 'my', 'device', 'it', 'is', 'not', 'compatible', 'although', 'it', 'is', 'one', 'of', 'samsung', 'most', 'recent', 'i', 'prefer', 'to', 'change', 'the', 'bank', 'to', 'change', 'my', 'greeting', 'perfect i', 'i could', 'could enter', 'enter the', 'the app', 'app and', 'and according', 'according to', 'to my', 'my device', 'device it', 'it is', 'is not', 'not compatible', 'compatible although', 'although it', 'it is', 'is one', 'one of', 'of samsung', 'samsung most', 'most recent', 'recent i', 'i prefer', 'prefer to', 'to change', 'change the', 'the bank', 'bank to', 'to change', 'change my', 'my greeting']"
516,2023-09-01,"Yo la tengo, esta bien padre.","['i', 'have', 'it', 'it', 'fine', 'father', 'i have', 'have it', 'it it', 'it fine', 'fine father']"
517,2023-09-04,Aplausos para el equipo de 🫠,"['applause', 'for', 'the', 'applause for', 'for the']"
518,2023-09-05,"Yo quisiera saber si ya puedo ser acreedor a la tarjeta de crédito tradicional, debido a que ya llevo más de seis meses de uso de la garantizada y se ha mejorado mi historial muy significativamente!","['i', 'would', 'like', 'to', 'know', 'if', 'i', 'can', 'already', 'be', 'creditor', 'to', 'the', 'traditional', 'credit', 'card', 'because', 'i', 'have', 'already', 'been', 'useful', 'for', 'the', 'guaranteed', 'one', 'and', 'my', 'history', 'been', 'improved', 'very', 'significantly', 'i would', 'would like', 'like to', 'to know', 'know if', 'if i', 'i can', 'can already', 'already be', 'be creditor', 'creditor to', 'to the', 'the traditional', 'traditional credit', 'credit card', 'card because', 'because i', 'i have', 'have already', 'already been', 'been useful', 'useful for', 'for the', 'the guaranteed', 'guaranteed one', 'one and', 'and my', 'my history', 'history been', 'been improved', 'improved very', 'very significantly']"
519,2023-09-05,Jajaja,[]
520,2023-09-05,"HeyBanco ha implementado un chat/bot muy interesante llamado HeyGPT, que resuelve dudas sobre sus productos, el cual me sorprendió bastante, creo que es un gran avance para mejorar la experiencia con la atención a clientes, acá te cuento todo:","['heybanco', 'implemented', 'very', 'interesting', 'called', 'heygpt', 'which', 'resolve', 'doubt', 'about', 'it', 'product', 'which', 'surprised', 'lot', 'i', 'think', 'it', 'is', 'great', 'advance', 'to', 'improve', 'the', 'experience', 'with', 'customer', 'service', 'here', 'i', 'tell', 'you', 'everything', 'heybanco implemented', 'implemented very', 'very interesting', 'interesting called', 'called heygpt', 'heygpt which', 'which resolve', 'resolve doubt', 'doubt about', 'about it', 'it product', 'product which', 'which surprised', 'surprised lot', 'lot i', 'i think', 'think it', 'it is', 'is great', 'great advance', 'advance to', 'to improve', 'improve the', 'the experience', 'experience with', 'with customer', 'customer service', 'service here', 'here i', 'i tell', 'tell you', 'you everything']"
521,2023-09-05,Yo uso ese banco y siempre me resuelven rápido y mil veces más rápido vs Banamex haha,"['i', 'use', 'that', 'bank', 'and', 'always', 'solve', 'quickly', 'and', 'thousand', 'time', 'faster', 'v', 'banamex', 'haha', 'i use', 'use that', 'that bank', 'bank and', 'and always', 'always solve', 'solve quickly', 'quickly and', 'and thousand', 'thousand time', 'time faster', 'faster v', 'v banamex', 'banamex haha']"
522,2023-09-10,HeyBanco. Me ha salido buena.,"['heybancoit', 'been', 'good', 'heybancoit been', 'been good']"
523,2023-09-12,Gracias.,['gracias']
524,2023-09-12,Chulada de cuenta! Buenos rendimientos 🤑 aplicación funcionando al 💯 sin comisiones de ninguna especie!! Entre esta y la de no necesito nada de ninguna otra institución. Nunca cambien ehhh? Asi empezó Klar y luego ya no cumplió. ☺️👍🏻,"['chulada', 'account', 'good', 'yield', 'application', 'working', 'at', 'without', 'commission', 'of', 'any', 'kind', 'between', 'this', 'and', 'that', 'of', 'i', 'do', 'not', 'need', 'anything', 'from', 'any', 'other', 'change', 'huhh', 'so', 'klar', 'started', 'and', 'then', 'did', 'chulada account', 'account good', 'good yield', 'yield application', 'application working', 'working at', 'at without', 'without commission', 'commission of', 'of any', 'any kind', 'kind between', 'between this', 'this and', 'and that', 'that of', 'of i', 'i do', 'do not', 'not need', 'need anything', 'anything from', 'from any', 'any other', 'other change', 'change huhh', 'huhh so', 'so klar', 'klar started', 'started and', 'and then', 'then did']"
525,2023-09-13,"¡Feliz Día del Programador! Su trabajo es esencial para el funcionamiento de la sociedad actual, es por eso que te traemos algunos datos impoantes sobre este día y la profesión.👨🏻‍💻 HeyBancoMedia HeyBanco DíaDelProgramador Programadores","['happy', 'programmer', 'day', 'his', 'work', 'is', 'essential', 'for', 'the', 'functioning', 'of', 'today', 'happy programmer', 'programmer day', 'day his', 'his work', 'work is', 'is essential', 'essential for', 'for the', 'the functioning', 'functioning of', 'of today']"
526,2023-09-13,"Hola muchas gracias, ya les contesté vía DM","['hi', 'thank', 'you', 'very', 'much', 'i', 'already', 'replied', 'via', 'dm', 'hi thank', 'thank you', 'you very', 'very much', 'much i', 'i already', 'already replied', 'replied via', 'via dm']"
527,2023-09-13,"Solucionado, gracias!","['solved', 'thank', 'you', 'solved thank', 'thank you']"
528,2023-09-13,ayuda!!,['aid']
529,2023-09-14,"Es que son horas de Venus, todavía están en tiempo xd","['they', 'are', 'hour', 'of', 'venus', 'they', 'are', 'still', 'in', 'time', 'xd', 'they are', 'are hour', 'hour of', 'of venus', 'venus they', 'they are', 'are still', 'still in', 'in time', 'time xd']"
530,2023-09-14,Inviee en cuestión de minutos desde tu celular y obtén ganancias cada semana. 💰 Conoce cómo hacer crecer tu dinero con Inv…,"['inviee', 'in', 'minute', 'from', 'your', 'cell', 'phone', 'and', 'get', 'profit', 'every', 'know', 'how', 'to', 'grow', 'your', 'money', 'with', 'inv', 'inviee in', 'in minute', 'minute from', 'from your', 'your cell', 'cell phone', 'phone and', 'and get', 'get profit', 'profit every', 'every know', 'know how', 'how to', 'to grow', 'grow your', 'your money', 'money with', 'with inv']"
531,2023-09-15,A mi me sirvió actualizar mi versión de Android a la más reciente. Con eso ya abre,"['it', 'helped', 'update', 'my', 'version', 'of', 'android', 'to', 'the', 'most', 'that', 'already', 'open', 'it helped', 'helped update', 'update my', 'my version', 'version of', 'of android', 'android to', 'to the', 'the most', 'most that', 'that already', 'already open']"
532,2023-09-15,Gracias justo eso me funciono,"['thanks', 'just', 'that', 'i', 'worked', 'for', 'thanks just', 'just that', 'that i', 'i worked', 'worked for']"
533,2023-09-16,Yo elimine el cache en los ajustes de la app y funcionó,"['i', 'eliminate', 'the', 'cache', 'in', 'the', 'app', 'setting', 'and', 'worked', 'i eliminate', 'eliminate the', 'the cache', 'cache in', 'in the', 'the app', 'app setting', 'setting and', 'and worked']"
534,2023-09-16,Si me funcionó!!! Muchas gracias,"['if', 'it', 'worked', 'for', 'thank', 'you', 'so', 'much', 'if it', 'it worked', 'worked for', 'for thank', 'thank you', 'you so', 'so much']"
535,2023-09-16,"Entren a ajustes de la app , borren el cache y funciona","['enter', 'the', 'app', 'setting', 'delete', 'the', 'cache', 'and', 'it', 'work', 'enter the', 'the app', 'app setting', 'setting delete', 'delete the', 'the cache', 'cache and', 'and it', 'it work']"
536,2023-09-16,Esto me funcionó a mi,"['this', 'worked', 'for', 'this worked', 'worked for']"
537,2023-09-16,Muchas gracias Hey! Ya quedó resuelto. 👌👌👌,"['thank', 'you', 'very', 'much', 'hey', 'it', 'wa', 'already', 'thank you', 'you very', 'very much', 'much hey', 'hey it', 'it wa', 'wa already']"
538,2023-09-16,Gracias ! Lo intentare 😁,"['thank', 'you', 'i', 'try', 'thank you', 'you i', 'i try']"
539,2023-09-17,Gracias! También me funcionó reiniciando 🙌,"['thank', 'you', 'it', 'also', 'worked', 'for', 'by', 'restarting', 'thank you', 'you it', 'it also', 'also worked', 'worked for', 'for by', 'by restarting']"
540,2023-09-17,"Ya qiedo resuelto, muchas gracias!","['since', 'resolved', 'thank', 'you', 'very', 'much', 'since resolved', 'resolved thank', 'thank you', 'you very', 'very much']"
541,2023-09-18,Funcionó gracias. Mejor que la cuenta oficial,"['it', 'worked', 'than', 'the', 'official', 'account', 'it worked', 'worked than', 'than the', 'the official', 'official account']"
542,2023-09-18,"Muchas gracias por la información, me sirvió para poder acceder a la aplicación, deberían publicar la solución en sus redes para que otros usuarios puedan solucionarlo","['thank', 'you', 'very', 'much', 'for', 'the', 'information', 'it', 'helped', 'to', 'access', 'the', 'application', 'they', 'should', 'publish', 'the', 'solution', 'in', 'their', 'network', 'so', 'that', 'other', 'user', 'can', 'solve', 'it', 'thank you', 'you very', 'very much', 'much for', 'for the', 'the information', 'information it', 'it helped', 'helped to', 'to access', 'access the', 'the application', 'application they', 'they should', 'should publish', 'publish the', 'the solution', 'solution in', 'in their', 'their network', 'network so', 'so that', 'that other', 'other user', 'user can', 'can solve', 'solve it']"
543,2023-09-19,Confirmo hoy 19 de septiembre que funciona.. muchas gracias,"['i', 'confirm', 'september', 'that', 'work', 'thank', 'you', 'very', 'much', 'i confirm', 'confirm september', 'september that', 'that work', 'work thank', 'thank you', 'you very', 'very much']"
544,2023-09-19,"La colonia más bonita y cool de todo Latinoamérica te está esperando, descubre con Jonnah Moreno sus increíbles recintos y disfruta de su increíble belleza. HeyBanco HeyMedia HeydeLocal Guadalajara","['the', 'most', 'beautiful', 'and', 'cool', 'colony', 'of', 'all', 'of', 'latin', 'america', 'is', 'waiting', 'for', 'you', 'discover', 'with', 'jonnah', 'moreno', 'it', 'incredible', 'enclosure', 'and', 'enjoy', 'it', 'incredible', 'heymedia', 'heydelocal', 'guadalajara', 'the most', 'most beautiful', 'beautiful and', 'and cool', 'cool colony', 'colony of', 'of all', 'all of', 'of latin', 'latin america', 'america is', 'is waiting', 'waiting for', 'for you', 'you discover', 'discover with', 'with jonnah', 'jonnah moreno', 'moreno it', 'it incredible', 'incredible enclosure', 'enclosure and', 'and enjoy', 'enjoy it', 'it incredible', 'incredible heymedia', 'heymedia heydelocal', 'heydelocal guadalajara']"
545,2023-09-19,"El lugar perfecto para sentae a trabajar mientras te tomas un delicioso café... para después ir por una joya de la literatura, de segunda mano. Descubre con Jonnah Moreno los lugares secretos de la colonia Americana. HeyBanco HeyMedia HeydeLocal Guadalajara","['the', 'perfect', 'place', 'to', 'work', 'while', 'you', 'drink', 'delicious', 'coffee', 'and', 'then', 'go', 'for', 'jewel', 'of', 'second', 'with', 'jonnah', 'moreno', 'the', 'secret', 'place', 'of', 'the', 'american', 'heymedia', 'heydelocal', 'guadalajara', 'the perfect', 'perfect place', 'place to', 'to work', 'work while', 'while you', 'you drink', 'drink delicious', 'delicious coffee', 'coffee and', 'and then', 'then go', 'go for', 'for jewel', 'jewel of', 'of second', 'second with', 'with jonnah', 'jonnah moreno', 'moreno the', 'the secret', 'secret place', 'place of', 'of the', 'the american', 'american heymedia', 'heymedia heydelocal', 'heydelocal guadalajara']"
546,2023-09-19,"Entre cafeterías, una arquitectura única y bonitos pisos, Jonnah Moreno nos muestra la cara más apacible de la colonia Americana, que es considerada la más bonita en todo Latinoamérica. HeyBanco HeyMedia HeydeLocal Guadalajara","['among', 'cafe', 'unique', 'architecture', 'and', 'beautiful', 'floor', 'jonnah', 'moreno', 'show', 'u', 'the', 'most', 'peaceful', 'face', 'of', 'the', 'american', 'colony', 'which', 'is', 'considered', 'the', 'most', 'beautiful', 'throughout', 'latin', 'heymedia', 'heydelocal', 'guadalajara', 'among cafe', 'cafe unique', 'unique architecture', 'architecture and', 'and beautiful', 'beautiful floor', 'floor jonnah', 'jonnah moreno', 'moreno show', 'show u', 'u the', 'the most', 'most peaceful', 'peaceful face', 'face of', 'of the', 'the american', 'american colony', 'colony which', 'which is', 'is considered', 'considered the', 'the most', 'most beautiful', 'beautiful throughout', 'throughout latin', 'latin heymedia', 'heymedia heydelocal', 'heydelocal guadalajara']"
547,2023-09-19,"Muchas gracias ahora sí, por mandar la actualización v10.39.2 de la app de Android. La aplicación funciona nuevamente, tras 5 días que estuvo muea para varios de nosotros. Gracias","['thank', 'you', 'very', 'much', 'now', 'for', 'sending', 'the', 'update', 'of', 'the', 'android', 'application', 'work', 'again', 'after', 'day', 'that', 'moba', 'wa', 'for', 'several', 'of', 'you', 'thank you', 'you very', 'very much', 'much now', 'now for', 'for sending', 'sending the', 'the update', 'update of', 'of the', 'the android', 'android application', 'application work', 'work again', 'again after', 'after day', 'day that', 'that moba', 'moba wa', 'wa for', 'for several', 'several of', 'of you']"
548,2023-09-19,"Exacto, en el 10.39.0 está todo normal.","['exactly', 'at', 'everything', 'is', 'normal', 'exactly at', 'at everything', 'everything is', 'is normal']"
549,2023-09-20,Listo! Muchas gracias! :),"['ready', 'thank', 'you', 'so', 'much', 'ready thank', 'thank you', 'you so', 'so much']"
550,2023-09-20,Ya hoy se restableció la aplicación gracias,"['today', 'the', 'application', 'wa', 'restored', 'thanks', 'today the', 'the application', 'application wa', 'wa restored', 'restored thanks']"
551,2023-09-20,"X3. A las 12 sin problema, y uno desde las 6 y nada","['without', 'problem', 'and', 'one', 'from', 'and', 'nothing', 'without problem', 'problem and', 'and one', 'one from', 'from and', 'and nothing']"
